snf_grant_number;year;research_area;amount_granted;role;research_institution;research_institution_type;country;iso_code;continent;partner_budget;world_region;person_id
175486;2017;"Mathematics, Natural and
Engineering Sciences";1680000;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;12451
213064;2022;"Mathematics, Natural and
Engineering Sciences";467600;Co-applicants;University of St.Gallen – SG;Cantonal University;Switzerland;CH;Europe;NA;Europe;5891
212512;2022;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;1031
207343;2022;"Mathematics, Natural and
Engineering Sciences";686045;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;12942
185362;2019;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;11447
200482;2021;Biology and Medicine;NA;Projektpartner;NA;NA;Canada;CA;North America;NA;North America;15484
172743;2017;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;11317
212132;2022;"Mathematics, Natural and
Engineering Sciences";252601;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;12913
212833;2022;Humanities and Social Sciences;347968;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;4536
192652;2020;Biology and Medicine;761492;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;5232
182084;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;8673
212559;2022;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;8431
182198;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;421
172587;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;5058
185408;2019;Humanities and Social Sciences;257232;Co-applicants;NA;NA;Netherlands;NL;Europe;NA;Europe;3213
182287;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Chile;CL;South America;NA;Latin America;15981
197363;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;4436
196894;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;2496
179436;2018;Biology and Medicine;700000;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10448
175998;2017;"Mathematics, Natural and
Engineering Sciences";250964;Co-applicants;Swiss Federal Laboratories for Materials Science and Technology – EMPA;ETH domain;Switzerland;CH;Europe;NA;Europe;2545
189230;2019;Humanities and Social Sciences;NA;Projektpartner;Università della Svizzera italiana – USI;Cantonal University;Switzerland;CH;Europe;NA;Europe;3460
197807;2020;Humanities and Social Sciences;774164;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;2663
207498;2022;"Mathematics, Natural and
Engineering Sciences";503859;Co-applicants;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;9641
182609;2018;"Mathematics, Natural and
Engineering Sciences";442516;Applicant;Swiss Federal Institute for Forest, Snow and Landscape Research  – WSL;ETH domain;Switzerland;CH;Europe;NA;Europe;4202
197044;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Australia;AU;Oceania;NA;Oceania;13323
172690;2017;Humanities and Social Sciences;256902;Applicant;Graduate Institute of International and Development Studies – IHEID;Other research institutions;Switzerland;CH;Europe;NA;Europe;14214
197884;2020;Biology and Medicine;659070;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;16629
179037;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Austria;AT;Europe;NA;Europe;3046
182260;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Turkey;TR;Europe;NA;Europe;12383
175770;2017;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;16142
172754;2017;Humanities and Social Sciences;402346;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;6769
182508;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;8787
212531;2022;Biology and Medicine;1000000;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;197
204967;2021;Biology and Medicine;NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;6908
212121;2022;"Mathematics, Natural and
Engineering Sciences";264450;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;16011
204406;2021;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;13137
204986;2021;Humanities and Social Sciences;NA;Projektpartner;Pädagogische Hochschule Zürich – PHZH;University of Teacher Education;Switzerland;CH;Europe;NA;Europe;2686
178938;2018;Biology and Medicine;NA;Projektpartner;NA;NA;Norway;NO;Europe;NA;Europe;14526
178828;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;11729
200374;2021;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;6382
182284;2018;Humanities and Social Sciences;136240;Applicant;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;15864
207479;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;10942
184878;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;4234
179487;2018;Biology and Medicine;NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;608
182690;2018;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;3267
176323;2017;Biology and Medicine;217848;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;11444
185386;2019;Biology and Medicine;700560;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;3602
188742;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;13220
189056;2019;Biology and Medicine;NA;Projektpartner;NA;NA;Sweden;SE;Europe;NA;Europe;15810
197136;2020;"Mathematics, Natural and
Engineering Sciences";166937;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;12416
178902;2018;Humanities and Social Sciences;505430;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10465
212295;2022;Humanities and Social Sciences;560066;Applicant;University of Applied Sciences and Arts Western Switzerland – HES-SO;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;13508
175878;2017;Humanities and Social Sciences;351088;Co-applicants;Pädagogische Hochschule Schwyz – PHSZ;University of Teacher Education;Switzerland;CH;Europe;NA;Europe;12148
212632;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;784
179026;2018;"Mathematics, Natural and
Engineering Sciences";632408;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;9587
182113;2018;Humanities and Social Sciences;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;12005
178928;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;8362
182146;2018;Humanities and Social Sciences;480560;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;13426
182148;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;582
197398;2020;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;11669
178736;2018;"Mathematics, Natural and
Engineering Sciences";298992;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;4368
204378;2021;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;14871
196915;2020;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6254
175977;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;6836
178991;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;14740
173270;2017;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;11068
172702;2017;"Mathematics, Natural and
Engineering Sciences";201146;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10389
212395;2022;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;8639
172793;2017;Biology and Medicine;362250;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1625
197701;2020;Humanities and Social Sciences;172099;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;15227
184756;2019;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;9519
179247;2018;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;5399
178961;2018;Humanities and Social Sciences;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;6625
212349;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;6181
204920;2021;"Mathematics, Natural and
Engineering Sciences";932892;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;10174
204980;2021;Humanities and Social Sciences;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;4584
204550;2021;Humanities and Social Sciences;659774;Co-applicants;University of Lucerne – LU;Cantonal University;Switzerland;CH;Europe;NA;Europe;4767
204363;2021;Biology and Medicine;720000;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;5314
197247;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;10076
212218;2022;Biology and Medicine;638384;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;6442
182251;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Austria;AT;Europe;NA;Europe;9680
175597;2017;"Mathematics, Natural and
Engineering Sciences";284817;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;11017
185308;2019;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;14316
175621;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;6129
179032;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Spain;ES;Europe;NA;Europe;4227
188549;2019;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;4251
188433;2019;"Mathematics, Natural and
Engineering Sciences";1209806;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;4947
176338;2017;Humanities and Social Sciences;264638;Applicant;University of Fribourg – FR;Cantonal University;Switzerland;CH;Europe;NA;Europe;8372
179009;2018;Humanities and Social Sciences;1096940;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;9640
184646;2019;"Mathematics, Natural and
Engineering Sciences";991552;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;3065
182686;2018;Biology and Medicine;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;2668
172795;2017;Humanities and Social Sciences;102268;Co-applicants;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10488
192400;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;4537
184972;2019;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;12037
182366;2018;Biology and Medicine;632000;Co-applicants;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;2101
207744;2022;"Mathematics, Natural and
Engineering Sciences";1479951;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;2511
201265;2021;Biology and Medicine;1099729;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;8341
213050;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;953
185380;2019;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;6163
212643;2022;"Mathematics, Natural and
Engineering Sciences";648568;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;362
200306;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;14441
178866;2018;"Mathematics, Natural and
Engineering Sciences";807341;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;8390
208253;2022;"Mathematics, Natural and
Engineering Sciences";564100;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;5445
207491;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Sweden;SE;Europe;NA;Europe;14781
172578;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;4419
185003;2019;Biology and Medicine;360360;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;8394
212237;2022;Humanities and Social Sciences;1171538;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7180
207464;2022;Biology and Medicine;NA;Projektpartner;NA;NA;Japan;JP;Asia;NA;Asia;9320
207755;2022;Biology and Medicine;1169274;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;1262
200581;2021;Biology and Medicine;252126;Co-applicants;Other Hospitals – ASPIT;Other research institutions;Switzerland;CH;Europe;NA;Europe;4345
184713;2019;Biology and Medicine;NA;Projektpartner;NA;NA;Australia;AU;Oceania;NA;Oceania;16321
173344;2017;Humanities and Social Sciences;NA;Projektpartner;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6462
173274;2017;Biology and Medicine;568857;Applicant;Institute Friedrich Miescher – FMI;Other research institutions;Switzerland;CH;Europe;NA;Europe;2832
207691;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;14723
192512;2020;Biology and Medicine;NA;Projektpartner;NA;NA;Poland;PL;Europe;NA;Europe;15105
212687;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;7773
204483;2021;Humanities and Social Sciences;587432;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;816
173231;2017;Humanities and Social Sciences;NA;Projektpartner;Unassignable – NA;Other research institutions;Switzerland;CH;Europe;NA;Europe;6778
182778;2018;Biology and Medicine;NA;Projektpartner;NA;NA;Austria;AT;Europe;NA;Europe;13358
204489;2021;Humanities and Social Sciences;NA;Projektpartner;Swiss Centre of Expertise in the Social Sciences – FORS;Other research institutions;Switzerland;CH;Europe;NA;Europe;5666
